Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
Alveolar_macrophage avg_logFC,Keywords,Transferase,1112,0.050947177,0.004644969,0.075513927,0.015808738,8.75E-05
Alveolar_macrophage avg_logFC,GOBP name,regulation of nucleobase-containing compound metabolic process,2259,0.050732658,0.00011958,0.023646873,0.019539888,0.001026754
Alveolar_macrophage avg_logFC,GOBP name,regulation of nitrogen compound metabolic process,2281,0.050507351,0.000120474,0.023374321,0.019434988,0.000968569
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOBP name,regulation of metabolic process,2764,0.050416708,5.71E-05,0.097795671,0.027840183,0.015083945
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,macromolecule metabolic process,3158,0.050285941,3.64E-05,0.018727458,0.068592315,0.086950682
Mki67+_proliferating_cells avg_logFC,GOBP name,macromolecule metabolic process,3389,0.050086677,1.80E-05,0.030888566,0.023816927,0.002023468
Alveolar_macrophage avg_logFC,GOBP name,regulation of metabolic process,3254,0.049702951,1.41E-05,0.005008437,0.017824173,0
Alveolar_macrophage avg_logFC,Keywords,Nucleotide-binding,1356,0.049672951,0.002522713,0.055208612,0.019877747,0.001544158
Alveolar_macrophage avg_logFC,GOBP name,developmental process,2468,0.049434335,0.000102072,0.021420627,0.019399072,-0.000698855
Alveolar_macrophage avg_logFC,Keywords,Completeproteome,12833,0.049199756,0.00031288,0.012716344,0.009641339,-0.003929431
Alveolar_macrophage avg_logFC,Keywords,Referenceproteome,12833,0.049199756,0.00031288,0.011868588,0.009641339,-0.003929431
Type_2_pneumocytes avg_logFC,GOCC name,organelle part,4738,0.049170478,5.89E-07,4.39E-05,0.020058157,0.0113261
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,Alternativesplicing,2441,0.049130018,0.000224255,0.018228705,0.085347798,0.120100498
Mki67+_proliferating_cells avg_logFC,GOCC name,protein complex,2149,0.048931292,0.000364922,0.054373304,0.029497836,0.01279319
Alveolar_macrophage avg_logFC,GOBP name,negative regulation of biological process,2057,0.048753807,0.000376801,0.053814465,0.018743636,0
Type_2_pneumocytes avg_logFC,GOCC name,intracellular organelle part,4665,0.048647772,8.76E-07,6.14E-05,0.020110036,0.01139627
Alveolar_macrophage avg_logFC,GOBP name,regulation of RNA metabolic process,1937,0.048486755,0.000565543,0.069231864,0.02024084,0.000396306
Mki67+_proliferating_cells avg_logFC,GOCC name,macromolecular complex,2657,0.048465801,0.00013107,0.022319363,0.027410045,0.008808076
Eosinophils,Keywords,Cytoplasm,2473,0.048306141,0.000266268,0.030301303,0.063190397,0.104656696
Alveolar_macrophage avg_logFC,Keywords,Alternativesplicing,3262,0.048275078,2.43E-05,0.0017306,0.016540796,-0.000424841
Alveolar_macrophage avg_logFC,GOBP name,regulation of biological process,5310,0.048037407,1.14E-06,0.001307512,0.016390851,-0.001945264
Type_2_pneumocytes avg_logFC,GOMF name,transition metal ion binding,1652,0.047857792,0.001355149,0.068003854,0.023821982,0.008146413
Alveolar_macrophage avg_logFC,Keywords,Transcription,1172,0.047842676,0.006468819,0.089774584,0.018642793,0.004655476
B_cells avg_logFC,GOBP name,cellular process,7282,0.047817278,1.41E-06,0.002907013,0.027419819,0.031300085
B_cells avg_logFC,Keywords,Alternativesplicing,3009,0.047657642,6.42E-05,0.003651711,0.032431638,0.0336674
B_cells avg_logFC,GOBP name,macromolecule metabolic process,3565,0.047547575,2.39E-05,0.013629458,0.030149085,0.034685239
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Repeat,2022,0.047331836,0.000853785,0.080967306,0.040248963,0.02443443
Type_2_pneumocytes avg_logFC,GOBP name,cellular component organization at cellular level,2006,0.047308673,0.000559686,0.023206678,0.022363677,0.011193205
Alveolar_macrophage avg_logFC,GOBP name,biological regulation,5539,0.047118473,1.47E-06,0.001162538,0.016236058,-0.001959592
Alveolar_macrophage avg_logFC,GOBP name,regulation of cellular biosynthetic process,2212,0.047057532,0.000403868,0.054644466,0.018759045,0.000394391
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOBP name,macromolecule metabolic process,3362,0.046581337,7.33E-05,0.083787017,0.023475885,0.013931095
Alveolar_macrophage avg_logFC,GOBP name,regulation of cellular metabolic process,2961,0.046394923,9.06E-05,0.019825022,0.017746541,0
B_cells avg_logFC,GOMF name,binding,5967,0.046173481,3.62E-06,0.003998487,0.028646331,0.03124081
Alveolar_macrophage avg_logFC,Keywords,Phosphoprotein,4429,0.04614899,8.20E-06,0.000666179,0.016059197,0.001517811
Alveolar_macrophage avg_logFC,GOBP name,regulation of biosynthetic process,2234,0.046079124,0.000504872,0.064093788,0.018281375,0.000347664
Capillary_endothelial_cells avg_logFC,Keywords,Phosphoprotein,3680,0.046049545,9.18E-05,0.05224017,0.033260205,0.044939671
Alveolar_macrophage avg_logFC,GOBP name,regulation of cellular process,5026,0.045872771,4.51E-06,0.002320605,0.015967835,-0.002113854
Ciliated_cells avg_logFC,Keywords,Completeproteome,13033,0.045519357,0.000470833,0.038272032,0.019207979,0.01201765
Ciliated_cells avg_logFC,Keywords,Referenceproteome,13033,0.045519357,0.000470833,0.033488028,0.019207979,0.01201765
Alveolar_macrophage avg_logFC,GOBP name,regulation of macromolecule metabolic process,2789,0.045476616,0.000176443,0.031282156,0.018114888,0
Type_2_pneumocytes avg_logFC,GOCC name,membrane,3303,0.045225776,5.14E-05,0.00197764,0.020113775,0.009291612
Ciliated_cells avg_logFC,Keywords,Cytoplasm,3020,0.045116364,0.000118757,0.022524331,0.02700083,0.017436819
Type_2_pneumocytes avg_logFC,GOBP name,cellular component organization or biogenesis at cellular level,2049,0.044974439,0.000931325,0.033602876,0.021873681,0.01099115
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Cytoplasm,2539,0.044926239,0.000571476,0.065033916,0.038209458,0.02773615
B_cells avg_logFC,GOBP name,primary metabolic process,4367,0.044779503,2.39E-05,0.012922348,0.028169693,0.034393661
B_cells avg_logFC,GOCC name,nucleus,2543,0.04453711,0.000450948,0.033595658,0.033340719,0.035214309
Ciliated_cells avg_logFC,Keywords,Membrane,3768,0.044525585,3.92E-05,0.011161181,0.02529121,0.01445751
Alveolar_macrophage avg_logFC,GOCC name,protein complex,2367,0.044340518,0.000610302,0.029099193,0.015537205,0.001711946
Type_2_pneumocytes avg_logFC,Keywords,Metal-binding,2428,0.044287249,0.000457963,0.006204305,0.020978115,0.008875469
B_cells avg_logFC,GOCC name,cytoplasm,2241,0.043148017,0.001221288,0.066171606,0.032995024,0.03323514
Ciliated_cells avg_logFC,GOCC name,intracellular part,8635,0.042785026,5.25E-06,0.003129984,0.021927814,0.01472813
Alveolar_macrophage avg_logFC,GOBP name,regulation of primary metabolic process,2909,0.042314963,0.000390519,0.055009655,0.017244228,-0.000347492
Ciliated_cells avg_logFC,GOCC name,membrane part,3462,0.042306885,0.000148114,0.044138079,0.024881089,0.013830375
Eosinophils,Keywords,Nucleus,2453,0.042306092,0.001451788,0.082606746,0.0562721,0.105041496
Eosinophils,Keywords,Alternativesplicing,2440,0.042293356,0.00148673,0.076904495,0.061871918,0.1052939
B_cells avg_logFC,GOCC name,organelle part,4244,0.042189241,7.81E-05,0.010339137,0.028783423,0.033310659
B_cells avg_logFC,GOCC name,intracellular organelle part,4188,0.04209071,8.61E-05,0.010269015,0.02858832,0.033518136
Ciliated_cells avg_logFC,GOCC name,macromolecular complex,2910,0.041721666,0.000449422,0.076530085,0.025429796,0.017258885
B_cells avg_logFC,GOCC name,organelle,5289,0.041693961,3.99E-05,0.006786266,0.028531568,0.032660231
B_cells avg_logFC,GOMF name,catalytic activity,3721,0.041452412,0.000188353,0.044558884,0.031162986,0.032634329
Alveolar_macrophage avg_logFC,GOCC name,cell part,10434,0.041017175,6.99E-05,0.004629534,0.01093341,-0.003151521
B_cells avg_logFC,GOCC name,intracellular organelle,5257,0.040680956,6.23E-05,0.009278534,0.028358488,0.03241127
Ciliated_cells avg_logFC,GOCC name,membrane,3003,0.040572829,0.000552929,0.082386385,0.026313869,0.01517639
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Alternativesplicing,2591,0.040118791,0.0019476,0.092348721,0.038126043,0.02567667
Alveolar_macrophage avg_logFC,GOMF name,catalytic activity,4031,0.040044927,0.000168866,0.079897652,0.014352593,-0.001368518
B_cells avg_logFC,GOBP name,cellular metabolic process,4377,0.039842959,0.000168799,0.045677822,0.027732261,0.033382051
Type_2_pneumocytes avg_logFC,GOMF name,cation binding,2970,0.039578761,0.000674225,0.038500572,0.020982269,0.00811864
Type_2_pneumocytes avg_logFC,GOMF name,metal ion binding,2964,0.039488663,0.000700474,0.038666154,0.020890633,0.008146413
Type_2_pneumocytes avg_logFC,GOMF name,ion binding,2975,0.039430657,0.000700491,0.038033198,0.020961657,0.008094535
B_cells avg_logFC,GOCC name,cell part,9634,0.039367866,0.000290395,0.026626982,0.024818821,0.028861225
B_cells avg_logFC,GOCC name,membrane-bounded organelle,4353,0.038541377,0.00027963,0.027776557,0.029324893,0.03241127
B_cells avg_logFC,GOCC name,intracellular membrane-bounded organelle,4326,0.038082015,0.000338085,0.026866493,0.029279243,0.032385459
Mki67+_proliferating_cells avg_logFC,Keywords,Phosphoprotein,4049,0.037467996,0.000747608,0.085077809,0.021595376,0
Type_2_pneumocytes avg_logFC,GOMF name,catalytic activity,4329,0.037304452,0.000232674,0.015110138,0.019315963,0.00880675
B_cells avg_logFC,GOBP name,metabolic process,4785,0.036915649,0.000366854,0.075447222,0.026632578,0.032634329
Ciliated_cells avg_logFC,GOCC name,cell part,10526,0.036184289,0.000312727,0.074554188,0.02039392,0.013115275
Type_2_pneumocytes avg_logFC,Keywords,Membrane,4159,0.034382478,0.000817561,0.00861467,0.018866846,0.008689674
Alveolar_macrophage avg_logFC,GOBP name,cellular process,7871,0.032313792,0.000645082,0.077132318,0.011196853,-0.002396959
Type_2_pneumocytes avg_logFC,GOCC name,cytoplasmic part,4881,0.030559802,0.001732056,0.038233525,0.018453267,0.009820051
Alveolar_macrophage avg_logFC,GOCC name,cytoplasmic part,4588,0.02988375,0.003533204,0.079463764,0.013839058,-0.000187547
Alveolar_macrophage avg_logFC,GOCC name,intracellular part,8557,0.027404106,0.004153811,0.085367974,0.010933074,-0.001712458
Club_cells avg_logFC,Keywords,Alternativesplicing,3270,-0.035034715,0.002179732,0.088590517,-0.018397893,-0.01987621
B_cells avg_logFC,GOCC name,membrane part,3044,-0.037807478,0.001452928,0.075299579,0.014647096,0.02142945
Club_cells avg_logFC,GOMF name,binding,6486,-0.038803435,4.83E-05,0.026665577,-0.018477333,-0.018992735
Club_cells avg_logFC,GOCC name,membrane-bounded organelle,4627,-0.039366957,0.00011858,0.010872877,-0.018329155,-0.02027408
Club_cells avg_logFC,GOCC name,intracellular membrane-bounded organelle,4595,-0.039519926,0.000114962,0.01141955,-0.018474832,-0.02025892
Club_cells avg_logFC,GOCC name,cytoplasm,2399,-0.039819522,0.001978663,0.094342667,-0.020184085,-0.02159846
Club_cells avg_logFC,GOBP name,regulation of cellular process,4986,-0.041527432,3.47E-05,0.044584332,-0.018584375,-0.0197877
Club_cells avg_logFC,GOCC name,intracellular organelle,5569,-0.042178932,1.62E-05,0.002765229,-0.01801294,-0.02043297
Alveolar_macrophage avg_logFC,Keywords,Acetylation,1799,-0.04261275,0.003329943,0.059210546,-0.00133643,-0.005718412
Club_cells avg_logFC,GOCC name,cell part,10451,-0.043772572,2.41E-05,0.003187393,-0.015988251,-0.01802898
Club_cells avg_logFC,GOCC name,organelle,5607,-0.043895132,7.03E-06,0.002096071,-0.018141736,-0.020647731
Plasma_cells avg_logFC,GOCC name,cytoplasmic part,3746,-0.044768381,0.000121542,0.006036598,-0.050255215,0.0423328
Club_cells avg_logFC,GOCC name,intracellular organelle part,4419,-0.045004066,1.40E-05,0.00334118,-0.019526178,-0.021833031
Plasma_cells avg_logFC,GOCC name,intracellular part,6906,-0.046773765,4.71E-05,0.002809719,-0.042314253,0.047869079
Club_cells avg_logFC,GOBP name,regulation of cellular metabolic process,2934,-0.047187226,7.31E-05,0.06831469,-0.020470473,-0.01981849
Club_cells avg_logFC,GOCC name,organelle part,4480,-0.04801781,3.28E-06,0.001301514,-0.019996067,-0.021911981
Club_cells avg_logFC,GOBP name,regulation of macromolecule metabolic process,2756,-0.048089194,7.93E-05,0.067973754,-0.021165407,-0.020730725
Club_cells avg_logFC,Keywords,Nucleus,3061,-0.048480789,3.48E-05,0.002825536,-0.020309312,-0.021342279
Plasma_cells avg_logFC,GOCC name,intracellular non-membrane-bounded organelle,1341,-0.049484852,0.00329481,0.089259395,-0.056672854,0.039570581
Plasma_cells avg_logFC,GOCC name,non-membrane-bounded organelle,1341,-0.049484852,0.00329481,0.087275853,-0.056672854,0.039570581
Club_cells avg_logFC,GOBP name,regulation of cellular biosynthetic process,2170,-0.050380298,0.000172382,0.098478274,-0.02248555,-0.020814375
Club_cells avg_logFC,GOCC name,intracellular part,8578,-0.050650394,1.26E-07,0.000150677,-0.017339032,-0.01957144
Club_cells avg_logFC,GOCC name,macromolecular complex,2895,-0.051071057,1.95E-05,0.002902039,-0.022052376,-0.02120007
Club_cells avg_logFC,GOBP name,nucleobase-containing compound metabolic process,2284,-0.051159206,9.79E-05,0.077429483,-0.021804261,-0.02377974
B_cells avg_logFC,GOCC name,integral to membrane,2262,-0.051496134,0.000107063,0.011601718,0.011451108,0.01982828
Club_cells avg_logFC,GOBP name,cellular process,7883,-0.052138874,3.91E-08,0.000401961,-0.018451632,-0.01979823
Ciliated_cells avg_logFC,Keywords,Coiledcoil,1311,-0.052995771,0.00148111,0.060196541,0.004844445,0.006587395
Club_cells avg_logFC,GOCC name,nucleus,2682,-0.053132006,1.60E-05,0.003178548,-0.021261245,-0.022154549
Club_cells avg_logFC,Keywords,Cytoplasm,3009,-0.053149733,6.49E-06,0.000615734,-0.02203766,-0.02349465
Club_cells avg_logFC,Keywords,Nucleotide-binding,1359,-0.053330943,0.001171388,0.051270737,-0.023244232,-0.025451981
B_cells avg_logFC,Keywords,Glycoprotein,1512,-0.053425323,0.000692274,0.019695184,0.011164113,0.02030955
Club_cells avg_logFC,GOBP name,nucleic acid metabolic process,1950,-0.053891658,0.00012207,0.083682725,-0.022737916,-0.02370159
B_cells avg_logFC,GOCC name,intrinsic to membrane,2318,-0.055330653,2.63E-05,0.005226264,0.01031899,0.019282536
Mki67+_proliferating_cells avg_logFC,Keywords,Disulfidebond,1019,-0.055600109,0.003258469,0.092703439,-0.014604649,-0.02757274
lymphatic_endothelial_cells avg_logFC,GOCC name,cytoplasmic part,2982,-0.05589293,3.06E-05,0.03650162,-0.083498055,-0.141438551
Club_cells avg_logFC,GOBP name,cellular component organization or biogenesis,2419,-0.056376428,1.11E-05,0.019042037,-0.022181235,-0.0234781
B_cells avg_logFC,Keywords,Transmembranehelix,2204,-0.057788331,1.69E-05,0.001374672,0.010141256,0.01910301
Club_cells avg_logFC,GOBP name,cellular component organization,2376,-0.058175134,6.74E-06,0.013856171,-0.02245257,-0.023602885
B_cells avg_logFC,Keywords,Transmembrane,2245,-0.058412028,1.18E-05,0.001120294,0.010078581,0.01906018
Club_cells avg_logFC,Keywords,Transcriptionregulation,1118,-0.059587045,0.000905059,0.042914895,-0.02441546,-0.022344735
Club_cells avg_logFC,Keywords,Transcription,1170,-0.061719387,0.00044876,0.031918035,-0.024315329,-0.023714949
Club_cells avg_logFC,GOCC name,intracellular non-membrane-bounded organelle,1554,-0.064462125,3.12E-05,0.003713803,-0.024404957,-0.02533349
Club_cells avg_logFC,GOCC name,non-membrane-bounded organelle,1554,-0.064462125,3.12E-05,0.003376185,-0.024404957,-0.02533349
Mki67+_proliferating_cells avg_logFC,Keywords,Mitochondrion,731,-0.065825141,0.002805933,0.099785995,-0.019157565,-0.03177356
Club_cells avg_logFC,Keywords,Completeproteome,12834,-0.067397753,1.02E-06,0.000144789,-0.015655253,-0.01718635
Club_cells avg_logFC,Keywords,Referenceproteome,12834,-0.067397753,1.02E-06,0.000115831,-0.015655253,-0.01718635
Club_cells avg_logFC,Keywords,3D-structure,938,-0.067590174,0.000519717,0.032857633,-0.027031686,-0.026036095
Club_cells avg_logFC,GOBP name,cellular component organization or biogenesis at cellular level,1906,-0.067679307,1.77E-06,0.006061761,-0.02417006,-0.024475575
Club_cells avg_logFC,GOCC name,protein complex,2378,-0.06780175,1.53E-07,9.14E-05,-0.025482453,-0.023731125
Club_cells avg_logFC,GOBP name,cellular component organization at cellular level,1863,-0.070208118,9.17E-07,0.004714924,-0.024562015,-0.02516938
Plasma_cells avg_logFC,GOCC name,mitochondrion,811,-0.070508881,0.000820966,0.034949675,-0.069000547,0.036466461
Plasma_cells avg_logFC,GOCC name,organelle part,3729,-0.070813556,1.26E-09,3.76E-07,-0.060509728,0.038952921
Plasma_cells avg_logFC,GOCC name,intracellular organelle part,3680,-0.070900671,1.36E-09,3.24E-07,-0.061131399,0.03916084
Club_cells avg_logFC,GOCC name,cytoskeletal part,924,-0.070952229,0.000297423,0.023635224,-0.02721419,-0.025551565
Club_cells avg_logFC,Keywords,Phosphoprotein,4448,-0.070984505,6.69E-12,3.81E-09,-0.023132678,-0.02492526
Type_2_pneumocytes avg_logFC,Keywords,Secreted,805,-0.071005349,0.000656597,0.007325566,0.009894504,0
Alveolar_macrophage avg_logFC,Keywords,Mitochondrion,803,-0.071465826,0.000645375,0.021601078,-0.012100472,-0.008186259
Club_cells avg_logFC,Keywords,Acetylation,1810,-0.071537545,7.81E-07,0.000148186,-0.027329133,-0.027120044
Club_cells avg_logFC,GOBP name,organelle organization,1306,-0.07187927,1.73E-05,0.025446426,-0.024228871,-0.026287325
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Mitochondrion,707,-0.072132665,0.001305964,0.082565941,-0.012208219,-0.019535219
Club_cells avg_logFC,GOBP name,RNA biosynthetic process,1081,-0.074516875,4.39E-05,0.050102328,-0.026147838,-0.027577439
Club_cells avg_logFC,GOBP name,"transcription, DNA-dependent",1028,-0.075078618,5.76E-05,0.059210031,-0.026934725,-0.027462944
non-classical_monocyte_(Ly6c2-) avg_logFC,SigInOne,TRUE,365,-0.075191121,0.014436109,0.014436109,0.041412121,0.024000799
Plasma_cells avg_logFC,GOCC name,protein complex,1986,-0.075244732,1.51E-07,1.39E-05,-0.078075346,0.036466461
Plasma_cells avg_logFC,Keywords,Endoplasmicreticulum,499,-0.076764721,0.003718731,0.091998178,-0.076710958,0.028592
Eosinophils,Keywords,Mitochondrion,664,-0.076765788,0.000907939,0.064577162,0.008252156,0.065712027
Alveolar_macrophage avg_logFC,Keywords,Transitpeptide,403,-0.07982758,0.006185088,0.08798288,-0.017992702,-0.008536568
vascular_endothelial_cells avg_logFC,Keywords,Mitochondrion,743,-0.08012059,0.000242033,0.068858281,-0.013310392,-0.01124688
Type_2_pneumocytes avg_logFC,SigInOne,FALSE,16899,-0.082603583,0.005216574,0.010433147,0.01585442,0.005142193
Club_cells avg_logFC,Keywords,Coiledcoil,1284,-0.086352773,3.01E-07,8.57E-05,-0.028181754,-0.028418515
lymphatic_endothelial_cells avg_logFC,SigInOne,FALSE,7591,-0.086396245,0.011681626,0.023363251,-0.048382657,-0.122412503
Type_2_pneumocytes avg_logFC,GOCC name,mitochondrial membrane,359,-0.0870091,0.0047199,0.076028658,0.000431799,0.005895996
Plasma_cells avg_logFC,Keywords,Directproteinsequencing,913,-0.088127851,1.01E-05,0.000576621,-0.098538854,0.02365027
Club_cells avg_logFC,GOBP name,negative regulation of cellular macromolecule biosynthetic process,641,-0.088143416,0.000156272,0.094526277,-0.033196006,-0.027577439
Cd4+_T_cells avg_logFC,Keywords,Mitochondrion,761,-0.090074249,2.96E-05,0.016843888,-0.014784732,0.003071787
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Mitochondrion,724,-0.0904011,4.44E-05,0.00842315,-0.016657397,-0.025256275
Ciliated_cells avg_logFC,SigInOne,FALSE,14964,-0.090443143,0.002376141,0.004752282,0.017004752,0.01097347
Plasma_cells avg_logFC,GOCC name,chromosomal part,374,-0.090921559,0.002766052,0.080417898,-0.089597665,0.025450099
Club_cells avg_logFC,GOBP name,cellular component assembly at cellular level,600,-0.092818904,0.000114529,0.084121644,-0.032520199,-0.027349655
Cd4+_T_cells avg_logFC,GOCC name,mitochondrial part,559,-0.093743223,0.000172806,0.068661564,-0.01777838,0.009021196
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,Secreted,376,-0.095848419,0.001569312,0.081176241,0.032437203,0.078942616
classical_monocyte_(Ly6c2+) avg_logFC,SigInOne,TRUE,356,-0.096601602,0.00191237,0.00191237,0.016639184,0.05053366
Type_2_pneumocytes avg_logFC,Keywords,Mitochondrion,827,-0.097708004,2.05E-06,5.54E-05,0.001823007,0.002864587
Club_cells avg_logFC,GOCC name,chromosomal part,423,-0.098148361,0.000568695,0.04236779,-0.030452132,-0.030701751
Plasma_cells avg_logFC,GOCC name,endoplasmic reticulum part,452,-0.098767595,0.000370127,0.016340427,-0.087053973,0.028585585
Club_cells avg_logFC,GOCC name,microtubule organizing center,365,-0.099281814,0.001176076,0.063721954,-0.030366092,-0.03219695
Eosinophils,GOCC name,ribonucleoprotein complex,493,-0.09973111,0.00018003,0.071531873,-0.013758697,0.052480139
Mki67+_proliferating_cells avg_logFC,GOBP name,lipid metabolic process,517,-0.099775739,0.000120677,0.05909142,-0.043356527,-0.03608416
Plasma_cells avg_logFC,Keywords,Acetylation,1654,-0.099901711,9.17E-11,1.74E-08,-0.098307012,0.026030795
Club_cells avg_logFC,GOBP name,cytoskeleton organization,462,-0.104471982,0.000129008,0.082912082,-0.032998118,-0.028613584
Plasma_cells avg_logFC,SigInOne,TRUE,359,-0.105567934,0.000657492,0.000657492,-0.038649672,0
Cd103+/Cd11b-_dendritic_cells avg_logFC,GOCC name,mitochondrial part,530,-0.106077809,3.55E-05,0.014119488,-0.025715818,-0.02901267
Plasma_cells avg_logFC,Keywords,Mitochondrion,680,-0.10722984,2.74E-06,0.000173393,-0.104356093,0.030563565
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Secreted,433,-0.107338332,0.000146036,0.011870675,-0.026495168,-0.031117739
Plasma_cells avg_logFC,GOCC name,macromolecular complex,2463,-0.107573511,4.19E-16,2.49E-13,-0.087827462,0.028592
Mki67+_proliferating_cells avg_logFC,GOCC name,extracellular region part,461,-0.1085616,7.50E-05,0.017886972,-0.053258436,-0.03673891
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Secreted,390,-0.110011767,0.000218747,0.041489087,-0.025018281,-0.037015473
Interstitial macrophages,Keywords,Transitpeptide,378,-0.110399637,0.00025104,0.071420799,-0.026757784,-0.01968433
Type_2_pneumocytes avg_logFC,GOCC name,mitochondrial part,602,-0.111625379,3.16E-06,0.000198095,-0.001616498,0.00275069
Alveolar_macrophage avg_logFC,KEGG name,Alzheimer's disease,144,-0.113629225,0.018761832,0.095198924,-0.020710863,-0.01647836
Club_cells avg_logFC,GOMF name,"hydrolase activity, acting on acid anhydrides",632,-0.113773749,1.25E-06,0.001035535,-0.038238777,-0.032186421
Plasma_cells avg_logFC,GOCC name,microtubule,209,-0.116378269,0.00390345,0.096935677,-0.098595906,0.025450099
Club_cells avg_logFC,GOMF name,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",624,-0.118014819,5.80E-07,0.000961208,-0.039325485,-0.032575965
Club_cells avg_logFC,GOMF name,nucleoside-triphosphatase activity,588,-0.118052369,1.18E-06,0.001302604,-0.039633051,-0.032392729
Alveolar_macrophage avg_logFC,GOCC name,ribonucleoprotein complex,547,-0.118831763,2.31E-06,0.000229128,-0.026900413,-0.01341881
Club_cells avg_logFC,GOMF name,pyrophosphatase activity,621,-0.118944791,5.02E-07,0.001663875,-0.03959363,-0.032678802
Plasma_cells avg_logFC,GOCC name,mitochondrial inner membrane,204,-0.119644018,0.003369762,0.087320794,-0.122763346,0.02467626
CD209+/Cd11b+_dendritic_cells avg_logFC,GOMF name,oxidoreductase activity,417,-0.121858392,2.35E-05,0.019488516,-0.026000066,-0.038893402
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Transitpeptide,370,-0.122494343,5.89E-05,0.006701511,-0.028966896,-0.031743515
lymphatic_endothelial_cells avg_logFC,Keywords,Transitpeptide,283,-0.123148339,0.000426356,0.080865565,-0.17325761,-0.221788004
Club_cells avg_logFC,GOCC name,centrosome,259,-0.124183905,0.000600944,0.042136808,-0.035343683,-0.033528239
Plasma_cells avg_logFC,GOCC name,organelle inner membrane,220,-0.125569994,0.001407861,0.055939021,-0.12526472,0.02467626
B_cells avg_logFC,Keywords,Ribonucleoprotein,257,-0.126428156,0.000506802,0.01602057,-0.026765077,-0.017001729
Type_2_pneumocytes avg_logFC,GOCC name,organelle inner membrane,267,-0.126567865,0.000379064,0.010758192,-0.004917096,0.002990644
Type_2_pneumocytes avg_logFC,GOCC name,membrane-enclosed lumen,273,-0.127932599,0.000281155,0.008593241,-0.000436193,0
Type_2_pneumocytes avg_logFC,GOCC name,mitochondrial inner membrane,247,-0.132461501,0.000343827,0.010246034,-0.007252473,0.001961049
Eosinophils,Keywords,Ribonucleoprotein,243,-0.133402875,0.000370268,0.035113702,-0.021743724,0.026584299
Plasma_cells avg_logFC,Keywords,Transitpeptide,348,-0.133522213,2.19E-05,0.000958889,-0.113889893,0.026239919
Cd4+_T_cells avg_logFC,KEGG name,Huntington's disease,147,-0.133771234,0.005218143,0.068084339,-0.035532739,-0.03062637
vascular_endothelial_cells avg_logFC,GOMF name,structural molecule activity,295,-0.135578508,6.71E-05,0.044476904,-0.028960419,0
Type_2_pneumocytes avg_logFC,Keywords,Ribonucleoprotein,260,-0.136058398,0.00016252,0.002433521,-0.007208466,0
Type_2_pneumocytes avg_logFC,Keywords,Mitochondrioninnermembrane,196,-0.136742932,0.000977597,0.009933088,-0.006519569,0.00322698
Club_cells avg_logFC,Keywords,Chromosome,199,-0.137426873,0.000852479,0.044096437,-0.036428577,-0.034499299
Plasma_cells avg_logFC,GOCC name,mitochondrial part,489,-0.138582934,2.14E-07,1.82E-05,-0.127923739,0.019587729
Alveolar_macrophage avg_logFC,KEGG name,Purine metabolism,133,-0.1406507,0.005160428,0.045611524,-0.016595423,-0.01829412
Club_cells avg_logFC,GOMF name,ATPase activity,273,-0.141498829,6.02E-05,0.02849263,-0.048830374,-0.03231233
Plasma_cells avg_logFC,Keywords,Chaperone,142,-0.14212697,0.003566741,0.092248879,-0.165661745,0.004598334
B_cells avg_logFC,GOMF name,structural molecule activity,309,-0.143125595,1.65E-05,0.013648774,-0.02812092,-0.005963127
CD209+/Cd11b+_dendritic_cells avg_logFC,GOCC name,extracellular region,225,-0.144062666,0.000211659,0.084099028,-0.042348961,-0.059170648
Plasma_cells avg_logFC,KEGG name,Cell cycle,103,-0.150721873,0.008370114,0.099713535,-0.115880779,0.01575903
Type_2_pneumocytes avg_logFC,Keywords,Transitpeptide,411,-0.151899895,1.37E-07,4.31E-06,-0.006587373,-0.002301307
Mesothelial_cells avg_logFC,KEGG name,Huntington's disease,146,-0.153352064,0.001420239,0.097286378,-0.054784597,-0.052859616
Interstitial macrophages,Keywords,Ribosomalprotein,174,-0.153660598,0.000489938,0.06969372,-0.038737015,-0.007597344
Type_2_pneumocytes avg_logFC,GOCC name,organelle lumen,228,-0.156470796,4.80E-05,0.001908064,-0.003931554,-0.000253933
Type_2_pneumocytes avg_logFC,GOCC name,intracellular organelle lumen,226,-0.157897412,4.42E-05,0.001816998,-0.004018527,-0.000442525
Alveolar_macrophage avg_logFC,GOCC name,mitochondrial membrane part,114,-0.159310291,0.003337815,0.076512989,-0.032557407,-0.027375575
